Issue Type,Issue key,Req Pro ID,JAMA ID,Summary,Description,Status,Module,Created,Updated,Reporter
Requirement,OTC-7324,SR528.1,OTCnet-REQ-2420,Confirmation,The system shall display a message to ask for confirmation if a user chooses to cancel the transaction when the image quality check failed.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7323,SR528,OTCnet-REQ-2419,Cancel Transaction,The system shall allow a user to cancel a transaction when the image quality check failed.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7325,SR528.2,OTCnet-REQ-2421,Behavior after Cancel Transaction,"The system shall clear the image and data, and allow a user to process a new check when the user cancels the transaction.",Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7326,SR529,OTCnet-REQ-2422,Option to Rescan,The system shall allow a user to rescan the check if the image quality check failed.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7327,SR529.1,OTCnet-REQ-2423,Prevent Re-scan,"The system shall prevent a user to rescan a check in the Back Office, Customer Present or Customer not Present when scanning in batch mode.",Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7390,SR1166,OTCnet-REQ-5008,Image Quality Check,"The system shall perform image quality checks on each check, as soon as the check is captured and the image is available.",Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7391,SR1166.1,OTCnet-REQ-5009,Image Quality Information,"The system shall display the following information when the quality of the check image does not pass the quality test:
1. Check Image
2. Bank Number
3. Account Number
4. Check Number
5. Reason for the image failure",Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7392,SR1166.2,OTCnet-REQ-5010,Display Reasons for Failure,The system shall display the reason why the image quality checked failed on an image.,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7393,SR1166.3,OTCnet-REQ-5011,Image defect parameters - image length,The system shall designate TIFF Image as a defect and not accepted if the image has an image length less than 4.20 inches and greater than 9.4 inches,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7394,SR1166.4,OTCnet-REQ-5012,Image defect parameters - image height,The system shall designate TIFF Image as a defect and not accepted if the image has an image height less than 2.28 inches and greater than 4.52 inches,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7395,SR1166.5,OTCnet-REQ-5013,Image defect parameters - image corners - front lower right and back lower left,The system shall designate TIFF Image as a defect and not accepted if the image has front lower right and  back lower left corners greater than 0.065 inches,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7396,SR1166.6,OTCnet-REQ-5014,Image defect parameters - image corners - front upper (both) and front lower left,The system shall designate TIFF Image as a defect and not accepted if the image has front upper (both) and front lower left corners greater than 0.065 inches,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7397,SR1166.7,OTCnet-REQ-5015,Image defect parameters - image corners - rear upper (both) and rear lower right,The system shall designate TIFF Image as a defect and not accepted if the image has rear upper (both) and rear lower right corners greater than 0.065 inches,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7398,SR1166.8,OTCnet-REQ-5016,Image defect parameters - image skew,The system shall designate TIFF Image as a defect and not accepted if the image front skew appears greater than 8.80 degrees,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7399,SR1166.9,OTCnet-REQ-5017,Image defect parameters - image front darkness,The system shall designate TIFF Image as a defect and not accepted if the image darkness ratio on the front is less than 0.0309 and greater than 0.85 degrees,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7400,SR1166.10,OTCnet-REQ-5018,Image defect parameters - image back darkness,The system shall designate TIFF Image as a defect and not accepted if the image darkness ratio on the back is less than .0046 and greater than .85 degrees,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7401,SR1166.11,OTCnet-REQ-5019,Image defect parameters - image noise relative density on front,The system shall designate TIFF Image as a defect and not accepted if the image Noise Relative Density on the front is greater than 466,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7402,SR1166.12,OTCnet-REQ-5020,Image defect parameters - image noise relative density on back,The system shall designate TIFF Image as a defect and not accepted if the image Noise Relative Density on the back is greater than 466,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7403,SR1166.13,OTCnet-REQ-5021,Image defect parameters - image front IQA Record size,"The system shall designate TIFF Image as a defect and not accepted if the IQA Record Size (black and white compressed data size) on the front is less than 414.4 bytes or greater than 130,000 bytes",Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7404,SR1166.14,OTCnet-REQ-5022,Image defect parameters - image rear IQA Record size,"The system shall designate TIFF Image as a defect and not accepted if the IQA Record Size (black and white compressed data size) on the back is less than 414.4 bytes or greater than 100,000 bytes",Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7406,SR1167.1,OTCnet-REQ-5024,Log Authorization to Accept Poor Image,"The system shall log the authorization to accept a poor image in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, source and details.",Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7405,SR1167,OTCnet-REQ-5023,Accept Poor Image Quality Check,The system shall allow a user to accept the check as-is even if the image quality check failed.,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7407,SR1167.2,OTCnet-REQ-5025,Log Poor Quality Item,"The system shall log the item with poor image quality in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, source and details.",Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7408,SR1168,OTCnet-REQ-5026,Cancel Transaction,The system shall allow a user to cancel a transaction when the image quality check failed.,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7410,SR1168.2,OTCnet-REQ-5028,Behavior after Cancel Transaction,"The system shall clear the image and data, and allow a user to process a new check when the user cancels the transaction.",Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7409,SR1168.1,OTCnet-REQ-5027,Confirmation,The system shall display a message to ask for confirmation if a user chooses to cancel the transaction when the image quality check failed.,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7411,SR1169,OTCnet-REQ-5029,Option to Rescan,The system shall allow a user to rescan the check if the image quality check failed.,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7412,SR1169.1,OTCnet-REQ-5030,Prevent Re-scan,The system shall prevent a user to rescan a check in the Back Office or Customer not Present when scanning in batch mode.,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7237,SR449.4,OTCnet-REQ-2333,Error Message if Batch Contains 3000 Checks,The system shall display an error message to a user if he or she selects a batch that has 3000 checks.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7242,SR450.4,OTCnet-REQ-2338,Validate Connected Scanner,"The system shall display an error message if there is no scanner connected to the terminal, or if the connected scanner does not match the scanner configured to the terminal.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7243,SR450.5,OTCnet-REQ-2339,Scanner Activation Failed,The system shall display an error message if scanner activation fails.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7449,SR1301.2,OTCnet-REQ-5300,Validation Message for a GWA Reporter,"The system shall display an error message and prevent a user to perform scan check activities if no accounting codes are available for selection, if an OTC Endpoint is a GWA Reporter.",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7306,SR511,OTCnet-REQ-2402,Correct MICR,The system shall allow a user to correct problem with MICR Data.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7307,SR511.1,OTCnet-REQ-2403,Log MICR Correction Authorization,"The system shall log MICR correction authorization in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, source and details.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7308,SR511.2,OTCnet-REQ-2404,Behavior after Cancel MICR Correction,"The system shall clear the image and data, and allow a user to process a new check when the user cancels MICR Correction.",Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7310,SR511.5,OTCnet-REQ-2406,MICR Codeline Unchanged Log,"The system shall log the codeline was unchanged during correction in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, and details.",Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7309,SR511.3,OTCnet-REQ-2405,Re-scan Check during MICR Correction,The system shall allow a user to select to re-scan the check during MICR correction.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7311,SR511.7,OTCnet-REQ-2407,Overwrite Characters,The system shall allow a user to overwrite the character within a codeline.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7312,SR511.8,OTCnet-REQ-2408,Delete Characters,The system shall allow a user to delete characters within a codeline.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7314,SR511.10,OTCnet-REQ-2410,Acceptable characters,"The system shall validate that only numbers and the alpha characters t, o, a, and d are accepted in the MICR correction dialog.",Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7313,SR511.9,OTCnet-REQ-2409,Insert Characters,The system shall allow a user to insert characters within a codeline.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7315,SR511.11,OTCnet-REQ-2411,Log Codeline Correction,"The system shall log the item codeline was corrected in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, source and description (MICR line corrected successfully).",Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7316,SR511.12,OTCnet-REQ-2412,Cancel MICR Correction,The system shall allow a user to cancel MICR correction.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7443,SR1299.5,OTCnet-REQ-5294,Sticky Accounting Code Information - Cancel Check Item (Same Check Scan Session),The system shall display the currently selected accounting code method within the same check scan session if a user cancels the check scan process.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7447,SR1301,OTCnet-REQ-5298,Capture the accounting code optionally in batch mode - non GWA Reporter,The system shall allow a user to capture the accounting code (C- Key / TAS String) optionally for check transactions in batch mode unless an OTC Endpoint is designated as a GWA Reporter and configured for item level classification.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7448,SR1301.1,OTCnet-REQ-5299,Capture the accounting code if OTC Endpoint is  GWA Reporter,The system shall require a user to capture the accounting code (C- Key / TAS String) for check transactions if an OTC Endpoint is a GWA Reporter in batch mode and configured for item level classification.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7456,SR1302,OTCnet-REQ-5307,Sticky Single Accounting Code Information- Batch Mode (Same Check Scan Session),"The system shall provide the sticky capability to allow a user to apply the same accounting code to subsequent check transactions within the same check scan session only if the previous transaction was classified using one accounting code in batch mode.
Note: This will not apply to a previously saved transaction classified with one accounting code using the multiple classification option.",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7457,SR1302.1,OTCnet-REQ-5308,Sticky Single Accounting Code Information - Different check scan user session,"The system shall ensure the selected accounting code is ""sticky"" between transactions and between batches for a given user and ALC+2 in different check scan sessions if the previous saved transaction was classified using only one accounting code.
Note: This will also apply to a previously saved transaction classified with one accounting code using the multiple classification option.",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7458,SR1302.2,OTCnet-REQ-5309,Sticky Accounting Code Information - Login and Logout (Different Check Scan User Session),"The system shall display the sticky accounting code value based on the last saved transaction for the ALC+2 selected and the user, if the user logs out of the application and logs back in again.
Note: This will also apply to a previously saved transaction classified with one accounting code using the multiple classification option.",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7459,SR1302.3,OTCnet-REQ-5310,Sticky Accounting Code Information - Cancel Check Item (Different Check Scan Session),"The system shall display the sticky accounting code selected based on the previous saved transaction between different check scan sessions even if a user cancels the check scan process.
Note: This will also apply to a previously saved transaction classified with one accounting code using the multiple classification option, in which single accounting code method will be selected with the sticky accounting code.",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7461,SR1302.5,OTCnet-REQ-5312,Sticky Accounting Code Information - Cancel Check Item (Same Check Scan Session),The system shall display the currently selected accounting code method within the same check scan session if a user cancels the check scan process.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7473,SR1791,OTCnet-REQ-5939,Item Level Classification,The system shall allow a user to classify a check item at the item level with one or more accounting codes during the scan check process.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7474,SR1791.1,OTCnet-REQ-5940,User Permission - Edit Item Classification,The system shall allow a user with permissions to edit the item classification for a check item to edit the item classification.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7475,SR1791.2,OTCnet-REQ-5941,View Accounting Codes,The system shall allow a user to view all accounting codes added during item classification.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7476,SR1791.3,OTCnet-REQ-5942,Display Error Message if no Amount Entered for Scanned Check,The system shall display an error message if a user selects to classify check item with multiple accounting codes without entering an amount for scanned check.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7477,SR1793,OTCnet-REQ-5946,Prevent Mixed Batches,"The system shall prevent a batch from becoming mixed, meaning that a batch classified at the summary level will not include any individually classified checks.",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7478,SR1798,OTCnet-REQ-5952,Item Level Classification,The system shall allow a user to edit the account classification for a check item with one or more accounting codes during the edit item process.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7479,SR1798.1,OTCnet-REQ-5953,Edit Classification,The system shall allow a user to edit the item classification prior to the batch being approved.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7480,SR1798.2,OTCnet-REQ-5954,Edit Classification Offline to Online,The system shall allow a user to edit the item classification for a check item of an unapproved batch that has been uploaded from offline to online.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7481,SR1798.3,OTCnet-REQ-5955,Display Error Message if no Amount Entered for Scanned Check,The system shall display an error message if a user selects to edit item classification with multiple accounting codes without entering an amount for a scanned check.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7482,SR1800,OTCnet-REQ-5956,Prevent Check Classification for Endpoint designated for Summary Level Classification,The system shall prevent a user from performing item level classification on the Scan Check page if the given OTC Endpoint is designated to classify transactions at the Summary level.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7484,SR1802.1,OTCnet-REQ-5963,Populate Previous Item Classification,"The system shall display the IRN, Item Amount, Variance (difference between item total and classification total), Agency Accounting Code, Accounting Code description, Amount for each Accounting code, and classification total for a previously classified check item.",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7483,SR1802,OTCnet-REQ-5962,Previous Detection of Item Classification,The system shall provide the capability to determine if classification information has been previously entered for a check item.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7485,SR1802.2,OTCnet-REQ-5964,Display Classification Information for Check Item No Prior Classification,"The system shall display  the following for a check item during Item classification with no prior classification:
i. IRN: Individual Reference Number of check item
ii. Item Amount: Equal to the Item Amount
iii.Variance: The difference between the item amount and the classification total.
iv.Agency Accounting Code:  None Selected 
v.Amount:  Blank
vi.Accounting Code Description:  None Selected
vii.Classification Total:  Equal to zero (0.00)",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7486,SR1802.3,OTCnet-REQ-5965,Display Accounting Codes for Item Classification,The system shall display all available Agency Accounting Codes and Descriptions mapped to the OTC endpoint during Item Classification.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7487,SR1802.4,OTCnet-REQ-5966,Add Accounting Codes and Amount,The system shall allow a user to add an accounting code and corresponding amount when classifying an item.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7488,SR1802.5,OTCnet-REQ-5967,Display Error Message if no Accounting Code Selected,The system shall display an error message if a user selects Add without selecting an Accounting Code.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7489,SR1802.6,OTCnet-REQ-5968,Display Error Message if no Amount Entered,The system shall display an error message if a user selects Add without entering a classification Amount.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7490,SR1802.7,OTCnet-REQ-5969,Display Error Message if Invalid Amount,The system shall display an error message if a user enters an amount that is less than or equal to zero.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7491,SR1802.9,OTCnet-REQ-5970,Classification - Add Value,The system shall add the amount classified for an Accounting Code to the classification total when the add option is selected.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7493,SR1803,OTCnet-REQ-5972,Assign Multiple (One of more) Codes,"The system shall allow a user to assign one or more accounting codes to a check transaction, if the given OTC Endpoint is designated to classify transactions at the Item level.",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7492,SR1802.10,OTCnet-REQ-5971,Variance - Add Value,The system shall subtract the amount classified for an Accounting Code from the variance when the add option is selected.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7494,SR1803.1,OTCnet-REQ-5973,Retrieve Accounting Codes for Item Level Classification,The system shall only retrieve all active accounting codes mapped to OTC Endpoints(s) or inherited from HLO that are non-TAS or SAM validated valid TAS that are associated with the OTC Endpoint designated to classify transactions at the Item level,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7495,SR1803.2,OTCnet-REQ-5974,Option for Single or Multiple Classification,The system shall provide a user the option of classifying a check item with either a single accounting code or multiple accounting codes.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7496,SR1803.3,OTCnet-REQ-5975,Default - Single Classification for check item,The system shall allow a user to classify a check item with a single accounting code at the time a batch is opened for a given OTC Endpoint by default.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7498,SR1810.1,OTCnet-REQ-5991,Variance - Remove Value,The system shall add the amount classified to the variance when Accounting Code is removed.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7497,SR1810,OTCnet-REQ-5990,Remove Accounting Code,The system shall allow a user to remove an accounting code after it has been added to the item classification.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7499,SR1810.2,OTCnet-REQ-5992,Classification - Remove Value,The system shall subtract the amount classified from the classification total when an Accounting Code is removed.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7500,SR1810.3,OTCnet-REQ-5993,Classification Validation Message,The system shall display a validation message if a user selects to cancel the classification.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7502,SR1811,OTCnet-REQ-5995,Sticky Multiple Accounting Code Information- Single Mode (Same Check Scan Session),The system shall provide the sticky capability to allow a user to classify check transactions with multiple accounting codes to subsequent check transactions within the same check scan session only if the previous transaction was classified using the multiple accounting code option in single mode.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7501,SR1810.4,OTCnet-REQ-5994,Return User to Previous Page upon Cancel Classification,The system shall display the previous page when a user confirms the cancellation of item classification.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7503,SR1811.1,OTCnet-REQ-5996,Sticky Multiple Accounting Code Information - Different check scan user session,"The system shall ensure the option to classify multiple accounting codes is ""sticky"" between transactions in a batch for a given user and ALC+2 in different check scan sessions if the previous saved transaction was classified using multiple accounting codes (more than 1).",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7504,SR1811.2,OTCnet-REQ-5997,Sticky Multiple Accounting Code Information - Cancel Check Item (Different Check Scan Session),"The system shall ensure the option to classify multiple accounting codes is �sticky� if the previous saved transaction was classified using multiple accounting codes (more than 1) between different check scan sessions, even if a user cancels the check scan process.",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7505,SR1811.3,OTCnet-REQ-5998,Default Accounting Code Method - Login and Logout (Different Check Scan User Session),"The system shall default to the multiple accounting code option based on the last saved transaction for the ALC+2 selected and the user for a batch previously classified with multiple accounting codes (more than 1)  in single mode, if the user logs out of the application and logs back in again.",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7507,SR1814,OTCnet-REQ-6006,Sticky Multiple Accounting Code Information- Batch Mode (Same Check Scan Session),The system shall provide the sticky capability to allow a user to classify check transactions with multiple accounting codes to subsequent check transactions within the same check scan session only if the previous transaction was classified using the multiple accounting code option in batch mode.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7506,SR1811.4,OTCnet-REQ-5999,Sticky Multiple Accounting Code Information - Cancel Check Item (Same Check Scan Session),The system shall display the currently selected accounting code method within the same check scan session if a user cancels the check scan process.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7508,SR1814.1,OTCnet-REQ-6007,Sticky Multiple Accounting Code Information - Different check scan user session,"The system shall ensure the option to classify multiple accounting codes is ""sticky"" between transactions in a batch for a given user and ALC+2 in different check scan sessions if the previous saved transaction was classified using multiple accounting codes (more than 1).",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7509,SR1814.2,OTCnet-REQ-6008,Sticky Multiple Accounting Code Information - Cancel Check Item (Different Check Scan Session),"The system shall ensure the option to classify multiple accounting codes is �sticky� if the previous saved transaction was classified using multiple accounting codes (more than 1) between different check scan sessions, even if a user cancels the check scan process.",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7510,SR1814.3,OTCnet-REQ-6009,Default Accounting Code Method - Login and Logout (Different Check Scan User Session),"The system shall default to the multiple accounting code method based on the last saved transaction for the ALC+2 selected and the user for a batch previously classified with multiple accounting codes (more than 1)  in batch mode, if the user logs out of the application and logs back in again.",Open,Check Capture Online,8/18/2017 11:14,8/18/2017 11:14,guerra_daniel@bah.com
Requirement,OTC-7511,SR1814.4,OTCnet-REQ-6010,Sticky Multiple Accounting Code Information - Cancel Check Item (Same Check Scan Session),The system shall display the currently selected accounting code method within the same check scan session if a user cancels the check scan process.,Open,Check Capture Online,8/18/2017 11:14,8/18/2017 11:14,guerra_daniel@bah.com
Requirement,OTC-7512,SR1815,OTCnet-REQ-6011,Save Classification,The system shall only allow a user to save their item classification when the variance (difference between item total and classification total) is equal to 0.,Open,Check Capture Online,8/18/2017 11:14,8/18/2017 11:14,guerra_daniel@bah.com
Requirement,OTC-7513,SR1815.1,OTCnet-REQ-6012,Save Classification Error Message,The system shall display an error message to the user when a user tries to save item classification and the variance is not equal to 0.,Open,Check Capture Online,8/18/2017 11:14,8/18/2017 11:14,guerra_daniel@bah.com
Requirement,OTC-7514,SR1817,OTCnet-REQ-6015,Save Classified Check Transaction with multiple accounting codes,The system shall only allow a user to save the check transaction with multiple accounting codes when the variance (difference between item total and classification total) is equal to 0.,Open,Check Capture Online,8/18/2017 11:14,8/18/2017 11:14,guerra_daniel@bah.com
Requirement,OTC-7515,SR1817.2,OTCnet-REQ-6016,Save Classification Error Message,The system shall display an error message to a user when the user tries to save the check transaction and the variance is not equal to 0.,Open,Check Capture Online,8/18/2017 11:14,8/18/2017 11:14,guerra_daniel@bah.com
Requirement,OTC-7517,SR1826.1,OTCnet-REQ-6035,Log Item Level Classification Check Scan,"The system shall log an entry in the audit log if a user classifies an item with one or more accounting codes with the following information: Module Name (Check Capture), Context Name (Check Capture), Category Name (Edit Classification), message type (INFO), date and timestamp, description (Item Classification for [IRN] has been updated), OTC Endpoint (Endpoint Associated), and username.",Open,Check Capture Online,8/18/2017 11:14,8/18/2017 11:14,guerra_daniel@bah.com
Requirement,OTC-7518,SR1827,OTCnet-REQ-6036,User Permission - View Item Classification,The system shall allow a user with permissions to view the item classification for a check item to view the item classification.,Open,Check Capture Online,8/18/2017 11:14,8/18/2017 11:14,guerra_daniel@bah.com
Requirement,OTC-7519,SR1929,OTCnet-REQ-6168,Void Item - Classified Item,The system shall allow a user to void an item that has account classifications associated with the item.,Open,Check Capture Online,8/18/2017 11:14,8/18/2017 11:14,guerra_daniel@bah.com
Requirement,OTC-7520,SR1931,OTCnet-REQ-6170,Void Item- Classified Batch,The system shall allow a user to void an item that is included in a batch designated for summary level classification.,Open,Check Capture Online,8/18/2017 11:14,8/18/2017 11:14,guerra_daniel@bah.com
Requirement,OTC-6810,SR1027.8,OTCnet-REQ-4408,Validate Connected Scanner,"The system shall display an error message if there is no scanner connected to the terminal, or if the connected scanner does not match the scanner configured to the terminal.",Open,Check Capture Online,8/18/2017 11:03,8/18/2017 11:03,guerra_daniel@bah.com
